account_id,occurred_at,standard_qty,gloss_qty,poster_qty,total,standard_amt_usd,gloss_amt_usd,poster_amt_usd,total_amt_usd
1721.0,2015-07-08 00:00:00,49.0,84.0,16.0,149.0,244.51,629.16,129.92,1003.59
1721.0,2015-08-07 00:00:00,71.0,45.0,0.0,116.0,354.29,337.05,0.0,691.34
1721.0,2015-09-05 00:00:00,94.0,34.0,31.0,159.0,469.06,254.66,251.72,975.44
1721.0,2015-10-04 00:00:00,83.0,167.0,21.0,271.0,414.17,1250.83,170.52,1835.52
1721.0,2015-11-03 00:00:00,95.0,26.0,30.0,151.0,474.05,194.74,243.6,912.39
1721.0,2015-12-02 00:00:00,83.0,29.0,24.0,136.0,414.17,217.21,194.88,826.26
1721.0,2016-01-01 00:00:00,0.0,40.0,50.0,90.0,0.0,299.6,406.0,705.6
1721.0,2016-01-30 00:00:00,64.0,25.0,49.0,138.0,319.36,187.25,397.88,904.49
1721.0,2016-02-29 00:00:00,123.0,36.0,33.0,192.0,613.77,269.64,267.96,1151.37
1721.0,2016-03-29 00:00:00,109.0,6.0,43.0,158.0,543.91,44.94,349.16,938.01
1721.0,2016-04-28 00:00:00,27.0,5.0,23.0,55.0,134.73,37.45,186.76,358.94
1731.0,2014-12-25 00:00:00,93.0,21.0,160.0,274.0,464.07,157.29,1299.2,1920.56
1731.0,2015-01-24 00:00:00,114.0,142.0,87.0,343.0,568.86,1063.58,706.44,2338.88
1731.0,2015-02-23 00:00:00,85.0,36.0,16.0,137.0,424.15,269.64,129.92,823.71
1731.0,2015-03-24 00:00:00,108.0,19.0,33.0,160.0,538.92,142.31,267.96,949.19
1731.0,2015-04-22 00:00:00,153.0,36.0,67.0,256.0,763.47,269.64,544.04,1577.15
1731.0,2015-05-21 00:00:00,130.0,36.0,50.0,216.0,648.7,269.64,406.0,1324.34
1731.0,2015-06-19 00:00:00,103.0,18.0,22.0,143.0,513.97,134.82,178.64,827.43
1731.0,2015-07-18 00:00:00,93.0,36.0,33.0,162.0,464.07,269.64,267.96,1001.67
1731.0,2015-08-16 00:00:00,93.0,41.0,29.0,163.0,464.07,307.09,235.48,1006.64
1731.0,2015-09-15 00:00:00,101.0,16.0,22.0,139.0,503.99,119.84,178.64,802.47
1731.0,2015-10-15 00:00:00,44.0,27.0,23.0,94.0,219.56,202.23,186.76,608.55
1731.0,2015-11-14 00:00:00,87.0,31.0,12.0,130.0,434.13,232.19,97.44,763.76
1731.0,2015-12-14 00:00:00,92.0,21.0,23.0,136.0,459.08,157.29,186.76,803.13
1731.0,2016-01-12 00:00:00,107.0,28.0,0.0,135.0,533.93,209.72,0.0,743.65
1731.0,2016-02-10 00:00:00,91.0,0.0,20.0,111.0,454.09,0.0,162.4,616.49
1731.0,2016-03-10 00:00:00,113.0,36.0,31.0,180.0,563.87,269.64,251.72,1085.23
1731.0,2016-04-08 00:00:00,153.0,50.0,33.0,236.0,763.47,374.5,267.96,1405.93
1731.0,2016-05-08 00:00:00,99.0,37.0,28.0,164.0,494.01,277.13,227.36,998.5
1731.0,2016-06-07 00:00:00,109.0,67.0,25.0,201.0,543.91,501.83,203.0,1248.74
1731.0,2016-07-07 00:00:00,138.0,42.0,31.0,211.0,688.62,314.58,251.72,1254.92
1731.0,2016-08-05 00:00:00,102.0,17.0,29.0,148.0,508.98,127.33,235.48,871.79
1731.0,2016-09-04 00:00:00,96.0,0.0,3.0,99.0,479.04,0.0,24.36,503.4
1731.0,2016-10-04 00:00:00,76.0,0.0,11.0,87.0,379.24,0.0,89.32,468.56
1731.0,2016-11-02 00:00:00,64.0,142.0,10.0,216.0,319.36,1063.58,81.2,1464.14
1731.0,2016-12-01 00:00:00,361.0,83.0,21.0,465.0,1801.39,621.67,170.52,2593.58
1731.0,2016-12-30 00:00:00,109.0,22.0,11.0,142.0,543.91,164.78,89.32,798.01
1741.0,2014-12-11 00:00:00,177.0,41.0,31.0,249.0,883.23,307.09,251.72,1442.04
1741.0,2015-01-10 00:00:00,301.0,0.0,22.0,323.0,1501.99,0.0,178.64,1680.63
1741.0,2015-02-09 00:00:00,293.0,20.0,67.0,380.0,1462.07,149.8,544.04,2155.91
1741.0,2015-03-11 00:00:00,310.0,25.0,3.0,338.0,1546.9,187.25,24.36,1758.51
1741.0,2015-04-09 00:00:00,294.0,20.0,5.0,319.0,1467.06,149.8,40.6,1657.46
1741.0,2015-05-09 00:00:00,352.0,230.0,3.0,585.0,1756.48,1722.7,24.36,3503.54
1741.0,2015-06-07 00:00:00,321.0,31.0,31.0,383.0,1601.79,232.19,251.72,2085.7
1741.0,2015-07-07 00:00:00,288.0,25.0,26.0,339.0,1437.12,187.25,211.12,1835.49
1741.0,2015-08-06 00:00:00,244.0,17.0,20.0,281.0,1217.56,127.33,162.4,1507.29
1741.0,2015-09-04 00:00:00,328.0,25.0,81.0,434.0,1636.72,187.25,657.72,2481.69
1741.0,2015-10-03 00:00:00,344.0,38.0,28.0,410.0,1716.56,284.62,227.36,2228.54
1741.0,2015-11-01 00:00:00,280.0,22.0,14.0,316.0,1397.2,164.78,113.68,1675.66
1741.0,2015-11-30 00:00:00,296.0,22.0,192.0,510.0,1477.04,164.78,1559.04,3200.86
1741.0,2015-12-29 00:00:00,297.0,34.0,18.0,349.0,1482.03,254.66,146.16,1882.85
1741.0,2016-01-27 00:00:00,307.0,21.0,15.0,343.0,1531.93,157.29,121.8,1811.02
1741.0,2016-02-25 00:00:00,277.0,30.0,6.0,313.0,1382.23,224.7,48.72,1655.65
1741.0,2016-03-26 00:00:00,304.0,180.0,16.0,500.0,1516.96,1348.2,129.92,2995.08
1741.0,2016-04-24 00:00:00,361.0,772.0,0.0,1133.0,1801.39,5782.28,0.0,7583.67
1741.0,2016-05-24 00:00:00,283.0,33.0,9.0,325.0,1412.17,247.17,73.08,1732.42
1741.0,2016-06-22 00:00:00,238.0,20.0,19.0,277.0,1187.62,149.8,154.28,1491.7
1741.0,2016-07-22 00:00:00,302.0,28.0,2.0,332.0,1506.98,209.72,16.24,1732.94
1741.0,2016-08-21 00:00:00,345.0,14.0,21.0,380.0,1721.55,104.86,170.52,1996.93
1741.0,2016-09-20 00:00:00,313.0,55.0,0.0,368.0,1561.87,411.95,0.0,1973.82
1741.0,2016-10-19 00:00:00,289.0,225.0,16.0,530.0,1442.11,1685.25,129.92,3257.28
1741.0,2016-11-17 00:00:00,292.0,24.0,16.0,332.0,1457.08,179.76,129.92,1766.76
1741.0,2016-12-17 00:00:00,301.0,3.0,20.0,324.0,1501.99,22.47,162.4,1686.86
1751.0,2014-12-24 00:00:00,486.0,11.0,70.0,567.0,2425.14,82.39,568.4,3075.93
1751.0,2015-01-22 00:00:00,400.0,17.0,0.0,417.0,1996.0,127.33,0.0,2123.33
1751.0,2015-02-20 00:00:00,494.0,8.0,10.0,512.0,2465.06,59.92,81.2,2606.18
1751.0,2015-03-22 00:00:00,1022.0,0.0,84.0,1106.0,5099.78,0.0,682.08,5781.86
1751.0,2015-04-21 00:00:00,503.0,0.0,8.0,511.0,2509.97,0.0,64.96,2574.93
1751.0,2015-05-20 00:00:00,490.0,0.0,11.0,501.0,2445.1,0.0,89.32,2534.42
1751.0,2015-06-18 00:00:00,502.0,44.0,9.0,555.0,2504.98,329.56,73.08,2907.62
1751.0,2015-07-17 00:00:00,496.0,18.0,12.0,526.0,2475.04,134.82,97.44,2707.3
1751.0,2015-08-15 00:00:00,496.0,1.0,113.0,610.0,2475.04,7.49,917.56,3400.09
1751.0,2015-09-14 00:00:00,487.0,12.0,9.0,508.0,2430.13,89.88,73.08,2593.09
1751.0,2015-10-13 00:00:00,503.0,43.0,145.0,691.0,2509.97,322.07,1177.4,4009.44
1751.0,2015-11-12 00:00:00,492.0,0.0,13.0,505.0,2455.08,0.0,105.56,2560.64
1751.0,2015-12-11 00:00:00,516.0,10.0,11.0,537.0,2574.84,74.9,89.32,2739.06
1751.0,2016-01-09 00:00:00,482.0,41.0,8.0,531.0,2405.18,307.09,64.96,2777.23
1751.0,2016-02-07 00:00:00,475.0,5.0,17.0,497.0,2370.25,37.45,138.04,2545.74
1751.0,2016-03-08 00:00:00,497.0,0.0,0.0,497.0,2480.03,0.0,0.0,2480.03
1751.0,2016-04-06 00:00:00,473.0,19.0,0.0,492.0,2360.27,142.31,0.0,2502.58
1751.0,2016-05-06 00:00:00,498.0,533.0,0.0,1031.0,2485.02,3992.17,0.0,6477.19
1751.0,2016-06-05 00:00:00,498.0,0.0,11.0,509.0,2485.02,0.0,89.32,2574.34
1751.0,2016-07-04 00:00:00,487.0,26.0,16.0,529.0,2430.13,194.74,129.92,2754.79
1751.0,2016-08-02 00:00:00,499.0,3.0,6.0,508.0,2490.01,22.47,48.72,2561.2
1751.0,2016-09-01 00:00:00,506.0,86.0,13.0,605.0,2524.94,644.14,105.56,3274.64
1751.0,2016-09-30 00:00:00,508.0,32.0,7.0,547.0,2534.92,239.68,56.84,2831.44
1751.0,2016-10-29 00:00:00,497.0,17.0,0.0,514.0,2480.03,127.33,0.0,2607.36
1751.0,2016-11-28 00:00:00,506.0,2.0,0.0,508.0,2524.94,14.98,0.0,2539.92
1751.0,2016-12-27 00:00:00,492.0,0.0,28.0,520.0,2455.08,0.0,227.36,2682.44
1761.0,2014-12-19 00:00:00,308.0,12.0,20.0,340.0,1536.92,89.88,162.4,1789.2
1761.0,2015-01-17 00:00:00,298.0,72.0,0.0,370.0,1487.02,539.28,0.0,2026.3
1761.0,2015-02-16 00:00:00,423.0,38.0,30.0,491.0,2110.77,284.62,243.6,2638.99
1761.0,2015-03-18 00:00:00,3081.0,39.0,19.0,3139.0,15374.19,292.11,154.28,15820.58
1761.0,2015-04-16 00:00:00,346.0,15.0,0.0,361.0,1726.54,112.35,0.0,1838.89
1771.0,2014-12-14 00:00:00,162.0,7.0,0.0,169.0,808.38,52.43,0.0,860.81
1771.0,2015-01-13 00:00:00,156.0,0.0,19.0,175.0,778.44,0.0,154.28,932.72
1771.0,2015-02-11 00:00:00,174.0,0.0,0.0,174.0,868.26,0.0,0.0,868.26
1771.0,2015-03-12 00:00:00,139.0,28.0,64.0,231.0,693.61,209.72,519.68,1423.01
1771.0,2015-04-10 00:00:00,146.0,6.0,4.0,156.0,728.54,44.94,32.48,805.96
1771.0,2015-05-10 00:00:00,152.0,0.0,25.0,177.0,758.48,0.0,203.0,961.48
1771.0,2015-06-09 00:00:00,104.0,55.0,7.0,166.0,518.96,411.95,56.84,987.75
1771.0,2015-07-09 00:00:00,154.0,50.0,36.0,240.0,768.46,374.5,292.32,1435.28
1771.0,2015-08-08 00:00:00,175.0,12.0,0.0,187.0,873.25,89.88,0.0,963.13
1771.0,2015-09-06 00:00:00,84.0,0.0,9.0,93.0,419.16,0.0,73.08,492.24
1771.0,2015-10-05 00:00:00,21.0,86.0,0.0,107.0,104.79,644.14,0.0,748.93
1771.0,2015-11-04 00:00:00,140.0,10.0,32.0,182.0,698.6,74.9,259.84,1033.34
1771.0,2015-12-03 00:00:00,0.0,26.0,68.0,94.0,0.0,194.74,552.16,746.9
1771.0,2016-01-01 00:00:00,154.0,12.0,12.0,178.0,768.46,89.88,97.44,955.78
1781.0,2014-12-23 00:00:00,499.0,57.0,14.0,570.0,2490.01,426.93,113.68,3030.62
1781.0,2015-01-21 00:00:00,498.0,0.0,13.0,511.0,2485.02,0.0,105.56,2590.58
1781.0,2015-02-20 00:00:00,512.0,0.0,27.0,539.0,2554.88,0.0,219.24,2774.12
1781.0,2015-03-22 00:00:00,497.0,16.0,10.0,523.0,2480.03,119.84,81.2,2681.07
1781.0,2015-04-21 00:00:00,328.0,28.0,6.0,362.0,1636.72,209.72,48.72,1895.16
1781.0,2015-05-20 00:00:00,483.0,15.0,26.0,524.0,2410.17,112.35,211.12,2733.64
1781.0,2015-06-18 00:00:00,493.0,0.0,15.0,508.0,2460.07,0.0,121.8,2581.87
1781.0,2015-07-17 00:00:00,493.0,0.0,3.0,496.0,2460.07,0.0,24.36,2484.43
1781.0,2015-08-16 00:00:00,536.0,21.0,0.0,557.0,2674.64,157.29,0.0,2831.93
1781.0,2015-09-15 00:00:00,498.0,15.0,0.0,513.0,2485.02,112.35,0.0,2597.37
1781.0,2015-10-15 00:00:00,486.0,17.0,0.0,503.0,2425.14,127.33,0.0,2552.47
1781.0,2015-11-13 00:00:00,497.0,0.0,6.0,503.0,2480.03,0.0,48.72,2528.75
1781.0,2015-12-13 00:00:00,497.0,21.0,21.0,539.0,2480.03,157.29,170.52,2807.84
1781.0,2016-01-11 00:00:00,676.0,0.0,5.0,681.0,3373.24,0.0,40.6,3413.84
1781.0,2016-02-09 00:00:00,534.0,0.0,30.0,564.0,2664.66,0.0,243.6,2908.26
1781.0,2016-03-09 00:00:00,495.0,39.0,0.0,534.0,2470.05,292.11,0.0,2762.16
1781.0,2016-04-07 00:00:00,513.0,3.0,14.0,530.0,2559.87,22.47,113.68,2696.02
1781.0,2016-05-06 00:00:00,506.0,0.0,8.0,514.0,2524.94,0.0,64.96,2589.9
1781.0,2016-06-05 00:00:00,529.0,0.0,7.0,536.0,2639.71,0.0,56.84,2696.55
1781.0,2016-07-04 00:00:00,508.0,12.0,10.0,530.0,2534.92,89.88,81.2,2706.0
1781.0,2016-08-03 00:00:00,524.0,36.0,7.0,567.0,2614.76,269.64,56.84,2941.24
1781.0,2016-09-01 00:00:00,510.0,0.0,5.0,515.0,2544.9,0.0,40.6,2585.5
1781.0,2016-10-01 00:00:00,572.0,2.0,36.0,610.0,2854.28,14.98,292.32,3161.58
1781.0,2016-10-30 00:00:00,489.0,4.0,0.0,493.0,2440.11,29.96,0.0,2470.07
1781.0,2016-11-28 00:00:00,498.0,0.0,66.0,564.0,2485.02,0.0,535.92,3020.94
1781.0,2016-12-28 00:00:00,519.0,10.0,2.0,531.0,2589.81,74.9,16.24,2680.95
1791.0,2014-12-27 00:00:00,59.0,18.0,13.0,90.0,294.41,134.82,105.56,534.79
1791.0,2015-01-25 00:00:00,161.0,11.0,34.0,206.0,803.39,82.39,276.08,1161.86
1791.0,2015-02-23 00:00:00,89.0,0.0,34.0,123.0,444.11,0.0,276.08,720.19
1801.0,2015-01-20 00:00:00,476.0,0.0,0.0,476.0,2375.24,0.0,0.0,2375.24
1801.0,2015-02-19 00:00:00,495.0,10.0,2.0,507.0,2470.05,74.9,16.24,2561.19
1801.0,2015-03-20 00:00:00,506.0,1.0,19.0,526.0,2524.94,7.49,154.28,2686.71
1801.0,2015-04-19 00:00:00,482.0,64.0,9.0,555.0,2405.18,479.36,73.08,2957.62
1801.0,2015-05-19 00:00:00,515.0,19.0,6.0,540.0,2569.85,142.31,48.72,2760.88
1801.0,2015-06-18 00:00:00,510.0,46.0,250.0,806.0,2544.9,344.54,2030.0,4919.44
1801.0,2015-07-18 00:00:00,495.0,0.0,30.0,525.0,2470.05,0.0,243.6,2713.65
1801.0,2015-08-16 00:00:00,504.0,101.0,10.0,615.0,2514.96,756.49,81.2,3352.65
1801.0,2015-09-15 00:00:00,512.0,38.0,14.0,564.0,2554.88,284.62,113.68,2953.18
1801.0,2015-10-15 00:00:00,485.0,2.0,0.0,487.0,2420.15,14.98,0.0,2435.13
1801.0,2015-12-12 00:00:00,507.0,0.0,29.0,536.0,2529.93,0.0,235.48,2765.41
1801.0,2016-01-10 00:00:00,519.0,0.0,8.0,527.0,2589.81,0.0,64.96,2654.77
1801.0,2016-02-09 00:00:00,513.0,46.0,29.0,588.0,2559.87,344.54,235.48,3139.89
1801.0,2016-03-10 00:00:00,489.0,11.0,6.0,506.0,2440.11,82.39,48.72,2571.22
1801.0,2016-04-09 00:00:00,501.0,6.0,9.0,516.0,2499.99,44.94,73.08,2618.01
1801.0,2016-05-09 00:00:00,511.0,0.0,2.0,513.0,2549.89,0.0,16.24,2566.13
1801.0,2016-06-07 00:00:00,493.0,6.0,0.0,499.0,2460.07,44.94,0.0,2505.01
1801.0,2016-07-07 00:00:00,487.0,1.0,18.0,506.0,2430.13,7.49,146.16,2583.78
1801.0,2016-08-06 00:00:00,502.0,0.0,18.0,520.0,2504.98,0.0,146.16,2651.14
1801.0,2016-09-04 00:00:00,490.0,0.0,5.0,495.0,2445.1,0.0,40.6,2485.7
1801.0,2016-11-02 00:00:00,488.0,29.0,7.0,524.0,2435.12,217.21,56.84,2709.17
1801.0,2016-12-02 00:00:00,494.0,11.0,0.0,505.0,2465.06,82.39,0.0,2547.45
1801.0,2017-01-01 00:00:00,544.0,8.0,15.0,567.0,2714.56,59.92,121.8,2896.28
1811.0,2014-12-12 00:00:00,856.0,38.0,23.0,917.0,4271.44,284.62,186.76,4742.82
1811.0,2015-01-10 00:00:00,305.0,16.0,44.0,365.0,1521.95,119.84,357.28,1999.07
1811.0,2015-02-09 00:00:00,178.0,26.0,10.0,214.0,888.22,194.74,81.2,1164.16
1811.0,2015-03-11 00:00:00,299.0,29.0,20.0,348.0,1492.01,217.21,162.4,1871.62
1811.0,2015-04-10 00:00:00,324.0,87.0,17.0,428.0,1616.76,651.63,138.04,2406.43
1811.0,2015-05-10 00:00:00,247.0,31.0,49.0,327.0,1232.53,232.19,397.88,1862.6
1811.0,2015-06-08 00:00:00,306.0,29.0,75.0,410.0,1526.94,217.21,609.0,2353.15
1811.0,2015-07-07 00:00:00,313.0,53.0,19.0,385.0,1561.87,396.97,154.28,2113.12
1811.0,2015-08-05 00:00:00,302.0,48.0,40.0,390.0,1506.98,359.52,324.8,2191.3
1811.0,2015-09-04 00:00:00,298.0,32.0,22.0,352.0,1487.02,239.68,178.64,1905.34
1811.0,2015-10-03 00:00:00,307.0,54.0,32.0,393.0,1531.93,404.46,259.84,2196.23
1811.0,2015-11-01 00:00:00,301.0,68.0,40.0,409.0,1501.99,509.32,324.8,2336.11
1811.0,2015-12-01 00:00:00,295.0,131.0,52.0,478.0,1472.05,981.19,422.24,2875.48
1811.0,2015-12-31 00:00:00,314.0,0.0,9.0,323.0,1566.86,0.0,73.08,1639.94
1811.0,2016-01-30 00:00:00,241.0,0.0,19.0,260.0,1202.59,0.0,154.28,1356.87
1811.0,2016-02-29 00:00:00,283.0,19.0,19.0,321.0,1412.17,142.31,154.28,1708.76
1811.0,2016-03-29 00:00:00,332.0,42.0,35.0,409.0,1656.68,314.58,284.2,2255.46
1811.0,2016-04-27 00:00:00,288.0,0.0,0.0,288.0,1437.12,0.0,0.0,1437.12
1811.0,2016-05-27 00:00:00,312.0,22.0,21.0,355.0,1556.88,164.78,170.52,1892.18
1811.0,2016-06-25 00:00:00,314.0,10.0,21.0,345.0,1566.86,74.9,170.52,1812.28
1811.0,2016-07-25 00:00:00,293.0,28.0,31.0,352.0,1462.07,209.72,251.72,1923.51
1811.0,2016-08-24 00:00:00,399.0,37.0,272.0,708.0,1991.01,277.13,2208.64,4476.78
1811.0,2016-09-23 00:00:00,276.0,27.0,31.0,334.0,1377.24,202.23,251.72,1831.19
1811.0,2016-10-22 00:00:00,294.0,11.0,0.0,305.0,1467.06,82.39,0.0,1549.45
1811.0,2016-11-20 00:00:00,294.0,23.0,20.0,337.0,1467.06,172.27,162.4,1801.73
1811.0,2016-12-20 00:00:00,295.0,36.0,0.0,331.0,1472.05,269.64,0.0,1741.69
1821.0,2015-11-29 00:00:00,290.0,0.0,21.0,311.0,1447.1,0.0,170.52,1617.62
1821.0,2015-12-29 00:00:00,297.0,23.0,16.0,336.0,1482.03,172.27,129.92,1784.22
1821.0,2016-01-27 00:00:00,311.0,28.0,24.0,363.0,1551.89,209.72,194.88,1956.49
1821.0,2016-02-26 00:00:00,286.0,36.0,49.0,371.0,1427.14,269.64,397.88,2094.66
1821.0,2016-03-26 00:00:00,286.0,24.0,70.0,380.0,1427.14,179.76,568.4,2175.3
1821.0,2016-04-24 00:00:00,271.0,26.0,16.0,313.0,1352.29,194.74,129.92,1676.95
1821.0,2016-05-24 00:00:00,281.0,21.0,42.0,344.0,1402.19,157.29,341.04,1900.52
1821.0,2016-06-22 00:00:00,317.0,53.0,38.0,408.0,1581.83,396.97,308.56,2287.36
1821.0,2016-07-21 00:00:00,308.0,49.0,42.0,399.0,1536.92,367.01,341.04,2244.97
1821.0,2016-08-19 00:00:00,305.0,38.0,49.0,392.0,1521.95,284.62,397.88,2204.45
1821.0,2016-09-18 00:00:00,314.0,88.0,56.0,458.0,1566.86,659.12,454.72,2680.7
1821.0,2016-11-17 00:00:00,290.0,28.0,35.0,353.0,1447.1,209.72,284.2,1941.02
1821.0,2016-12-17 00:00:00,295.0,43.0,27.0,365.0,1472.05,322.07,219.24,2013.36
1831.0,2016-08-04 00:00:00,507.0,3.0,3.0,513.0,2529.93,22.47,24.36,2576.76
1831.0,2016-09-03 00:00:00,542.0,33.0,0.0,575.0,2704.58,247.17,0.0,2951.75
1831.0,2016-10-03 00:00:00,491.0,0.0,3.0,494.0,2450.09,0.0,24.36,2474.45
1831.0,2016-11-02 00:00:00,470.0,0.0,0.0,470.0,2345.3,0.0,0.0,2345.3
1831.0,2016-12-01 00:00:00,475.0,0.0,0.0,475.0,2370.25,0.0,0.0,2370.25
1831.0,2016-12-31 00:00:00,512.0,0.0,4.0,516.0,2554.88,0.0,32.48,2587.36
1841.0,2014-12-06 00:00:00,305.0,24.0,21.0,350.0,1521.95,179.76,170.52,1872.23
1841.0,2015-01-05 00:00:00,306.0,42.0,56.0,404.0,1526.94,314.58,454.72,2296.24
1841.0,2015-02-04 00:00:00,300.0,29.0,12.0,341.0,1497.0,217.21,97.44,1811.65
1841.0,2015-03-05 00:00:00,277.0,12.0,23.0,312.0,1382.23,89.88,186.76,1658.87
1841.0,2015-04-03 00:00:00,272.0,28.0,36.0,336.0,1357.28,209.72,292.32,1859.32
1841.0,2015-05-02 00:00:00,275.0,44.0,9.0,328.0,1372.25,329.56,73.08,1774.89
1841.0,2015-05-31 00:00:00,456.0,51.0,78.0,585.0,2275.44,381.99,633.36,3290.79
1841.0,2015-06-29 00:00:00,304.0,36.0,38.0,378.0,1516.96,269.64,308.56,2095.16
1841.0,2015-07-29 00:00:00,301.0,37.0,11.0,349.0,1501.99,277.13,89.32,1868.44
1841.0,2015-08-28 00:00:00,315.0,39.0,104.0,458.0,1571.85,292.11,844.48,2708.44
1841.0,2015-09-27 00:00:00,307.0,36.0,20.0,363.0,1531.93,269.64,162.4,1963.97
1841.0,2015-10-26 00:00:00,317.0,33.0,27.0,377.0,1581.83,247.17,219.24,2048.24
1841.0,2015-11-25 00:00:00,251.0,20.0,32.0,303.0,1252.49,149.8,259.84,1662.13
1841.0,2015-12-24 00:00:00,305.0,2.0,13.0,320.0,1521.95,14.98,105.56,1642.49
1841.0,2016-01-23 00:00:00,301.0,28.0,25.0,354.0,1501.99,209.72,203.0,1914.71
1841.0,2016-02-21 00:00:00,320.0,28.0,43.0,391.0,1596.8,209.72,349.16,2155.68
1841.0,2016-03-22 00:00:00,314.0,16.0,52.0,382.0,1566.86,119.84,422.24,2108.94
1841.0,2016-04-21 00:00:00,301.0,14.0,0.0,315.0,1501.99,104.86,0.0,1606.85
1841.0,2016-05-20 00:00:00,313.0,24.0,25.0,362.0,1561.87,179.76,203.0,1944.63
1841.0,2016-06-19 00:00:00,235.0,43.0,0.0,278.0,1172.65,322.07,0.0,1494.72
1841.0,2016-07-18 00:00:00,192.0,20.0,20.0,232.0,958.08,149.8,162.4,1270.28
1841.0,2016-08-16 00:00:00,249.0,0.0,154.0,403.0,1242.51,0.0,1250.48,2492.99
1841.0,2016-09-14 00:00:00,306.0,35.0,0.0,341.0,1526.94,262.15,0.0,1789.09
1841.0,2016-10-14 00:00:00,306.0,20.0,22.0,348.0,1526.94,149.8,178.64,1855.38
1841.0,2016-11-13 00:00:00,298.0,57.0,2.0,357.0,1487.02,426.93,16.24,1930.19
1841.0,2016-12-12 00:00:00,466.0,12.0,17.0,495.0,2325.34,89.88,138.04,2553.26
1851.0,2014-12-13 00:00:00,507.0,32.0,0.0,539.0,2529.93,239.68,0.0,2769.61
1851.0,2015-01-12 00:00:00,484.0,7.0,16.0,507.0,2415.16,52.43,129.92,2597.51
1851.0,2015-02-10 00:00:00,499.0,12.0,0.0,511.0,2490.01,89.88,0.0,2579.89
1851.0,2015-03-11 00:00:00,505.0,14.0,12.0,531.0,2519.95,104.86,97.44,2722.25
1851.0,2015-04-10 00:00:00,513.0,10.0,9.0,532.0,2559.87,74.9,73.08,2707.85
1851.0,2015-05-09 00:00:00,500.0,78.0,0.0,578.0,2495.0,584.22,0.0,3079.22
1851.0,2015-06-07 00:00:00,0.0,34.0,0.0,34.0,0.0,254.66,0.0,254.66
1851.0,2015-07-07 00:00:00,506.0,0.0,301.0,807.0,2524.94,0.0,2444.12,4969.06
1851.0,2015-08-06 00:00:00,500.0,0.0,23.0,523.0,2495.0,0.0,186.76,2681.76
1851.0,2015-09-04 00:00:00,413.0,0.0,9.0,422.0,2060.87,0.0,73.08,2133.95
1851.0,2015-10-04 00:00:00,565.0,1.0,14.0,580.0,2819.35,7.49,113.68,2940.52
1851.0,2015-11-02 00:00:00,494.0,0.0,0.0,494.0,2465.06,0.0,0.0,2465.06
1851.0,2015-12-02 00:00:00,473.0,0.0,0.0,473.0,2360.27,0.0,0.0,2360.27
1851.0,2016-01-01 00:00:00,479.0,26.0,23.0,528.0,2390.21,194.74,186.76,2771.71
1851.0,2016-01-30 00:00:00,22926.0,0.0,0.0,22926.0,114400.74,0.0,0.0,114400.74
1851.0,2016-02-28 00:00:00,336.0,17.0,47.0,400.0,1676.64,127.33,381.64,2185.61
1851.0,2016-03-29 00:00:00,734.0,10.0,7.0,751.0,3662.66,74.9,56.84,3794.4
1851.0,2016-04-28 00:00:00,521.0,16.0,46.0,583.0,2599.79,119.84,373.52,3093.15
1851.0,2016-05-27 00:00:00,535.0,24.0,19.0,578.0,2669.65,179.76,154.28,3003.69
1851.0,2016-06-25 00:00:00,498.0,20.0,71.0,589.0,2485.02,149.8,576.52,3211.34
1851.0,2016-07-25 00:00:00,495.0,24.0,29.0,548.0,2470.05,179.76,235.48,2885.29
1851.0,2016-08-23 00:00:00,482.0,15.0,108.0,605.0,2405.18,112.35,876.96,3394.49
1851.0,2016-09-22 00:00:00,495.0,48.0,0.0,543.0,2470.05,359.52,0.0,2829.57
1851.0,2016-10-21 00:00:00,465.0,3.0,4.0,472.0,2320.35,22.47,32.48,2375.3
1851.0,2016-11-20 00:00:00,521.0,0.0,0.0,521.0,2599.79,0.0,0.0,2599.79
1851.0,2016-12-19 00:00:00,492.0,0.0,30.0,522.0,2455.08,0.0,243.6,2698.68
1861.0,2016-06-01 00:00:00,497.0,36.0,3.0,536.0,2480.03,269.64,24.36,2774.03
1861.0,2016-07-01 00:00:00,536.0,18.0,5.0,559.0,2674.64,134.82,40.6,2850.06
1861.0,2016-07-31 00:00:00,508.0,0.0,0.0,508.0,2534.92,0.0,0.0,2534.92
1861.0,2016-08-29 00:00:00,491.0,4.0,21.0,516.0,2450.09,29.96,170.52,2650.57
1861.0,2016-09-28 00:00:00,494.0,15.0,3.0,512.0,2465.06,112.35,24.36,2601.77
1861.0,2016-10-27 00:00:00,506.0,0.0,21.0,527.0,2524.94,0.0,170.52,2695.46
1861.0,2016-11-26 00:00:00,489.0,12.0,27.0,528.0,2440.11,89.88,219.24,2749.23
1861.0,2016-12-25 00:00:00,516.0,6.0,6.0,528.0,2574.84,44.94,48.72,2668.5
1871.0,2014-12-26 00:00:00,491.0,0.0,14.0,505.0,2450.09,0.0,113.68,2563.77
1871.0,2015-01-24 00:00:00,477.0,5.0,42.0,524.0,2380.23,37.45,341.04,2758.72
1871.0,2015-02-22 00:00:00,499.0,14.0,0.0,513.0,2490.01,104.86,0.0,2594.87
1871.0,2015-03-24 00:00:00,475.0,31.0,15.0,521.0,2370.25,232.19,121.8,2724.24
